model,mode,features,n_seeds,mape_mean,mape_std,mape_min,mape_max,delta_vs_clean
local_sanity_baseline,clean,-,1,5.355895430620979,0.0,5.355895430620979,5.355895430620979,0.0
local_sanity_baseline,shuffle_sigma,sigma,5,23.535819369446994,0.10060261987217974,23.394641131232767,23.698205913468904,18.179923938826015
local_sanity_baseline,shuffle_traffic,traffic,5,42.89652833826402,0.17683795599781796,42.655666174795115,43.195121525783165,37.540632907643044
local_sanity_baseline,shuffle_packets,packets,5,33.363163588579965,0.16256420798597437,33.062023883894376,33.53125551709942,28.007268157958986
local_sanity_baseline,shuffle_traffic_packets,"traffic,packets",5,17.061008813297047,0.09298209269104359,16.92916305841184,17.178990987141926,11.705113382676068
local_sanity_baseline,shuffle_top3,"sigma,traffic,packets",5,31.517903553682213,0.19448437337741772,31.190168008243337,31.713873907351026,26.162008123061234
local_sanity_baseline,shuffle_eq_lambda,eq_lambda,5,5.878825395621506,0.013968229996186292,5.857617536058613,5.901020471909467,0.522929965000527
local_sanity_baseline,shuffle_avg_pkts_lambda,avg_pkts_lambda,5,5.61910209236893,0.009914957298637986,5.600356059354894,5.629796578650381,0.26320666174795093
