epoch,loss,mae,val_loss,val_mae
0,53.01469039916992,0.3608606159687042,49.87649917602539,0.7600508332252502
1,40.67224884033203,0.31908223032951355,41.28850173950195,0.6987732648849487
2,28.413070678710938,0.26036733388900757,29.902254104614258,0.568917989730835
3,17.1671199798584,0.18844924867153168,22.083534240722656,0.4623810946941376
4,13.162003517150879,0.14547370374202728,18.076065063476562,0.38291749358177185
5,10.595816612243652,0.11547346413135529,16.912715911865234,0.33917272090911865
6,9.068443298339844,0.09605744481086731,13.798301696777344,0.2843077778816223
7,7.910402297973633,0.08027935028076172,12.462636947631836,0.24873241782188416
8,6.979550838470459,0.06874781101942062,11.775594711303711,0.2203485369682312
9,6.493700981140137,0.05972103774547577,10.666098594665527,0.19328874349594116
10,6.058614253997803,0.05291394516825676,10.545051574707031,0.17723102867603302
11,5.822415828704834,0.048168573528528214,9.486774444580078,0.16160131990909576
12,5.415597438812256,0.04323132336139679,8.557640075683594,0.14494839310646057
13,5.2642717361450195,0.04013945162296295,8.240817070007324,0.1333032250404358
14,5.300008773803711,0.038414884358644485,7.835441589355469,0.12444642931222916
15,5.123716831207275,0.0364469513297081,8.339899063110352,0.12150505930185318
16,4.57004451751709,0.032725293189287186,7.481040954589844,0.11355164647102356
17,4.769815444946289,0.03220929205417633,8.169084548950195,0.11519540846347809
18,4.621143817901611,0.03152794390916824,7.1290740966796875,0.10209278017282486
19,4.491240501403809,0.029881194233894348,7.778524398803711,0.10007894784212112
20,4.565300941467285,0.02942001447081566,7.345891952514648,0.09694719314575195
21,4.749914169311523,0.02967900224030018,7.30642557144165,0.09997237473726273
22,4.147261142730713,0.026469016447663307,6.760753154754639,0.08870689570903778
23,4.023299217224121,0.025392740964889526,6.401431560516357,0.0854102224111557
24,4.0243024826049805,0.02519853785634041,6.785397529602051,0.08647019416093826
25,4.000732421875,0.024390051141381264,6.829272747039795,0.08196739852428436
26,4.001590251922607,0.02460111677646637,6.618581295013428,0.08200033009052277
27,3.80808687210083,0.02315952070057392,6.173195838928223,0.07633627206087112
28,3.829629421234131,0.022937892004847527,6.293200969696045,0.07783664017915726
29,3.891691207885742,0.02331772819161415,6.675792694091797,0.07999753952026367
30,3.625295400619507,0.02188541740179062,6.452419757843018,0.07622004300355911
31,3.686542272567749,0.021723993122577667,6.039682388305664,0.07233285158872604
32,3.6373705863952637,0.021283859387040138,6.4776291847229,0.07734332978725433
33,3.626080274581909,0.02136533334851265,5.987884998321533,0.073576919734478
34,3.6421115398406982,0.02119085192680359,5.932930946350098,0.07053416967391968
35,3.664262056350708,0.02138596586883068,5.909637928009033,0.07052893936634064
36,3.6756880283355713,0.021083977073431015,7.36923360824585,0.08353346586227417
37,3.457618474960327,0.02029765583574772,5.749283790588379,0.06826131790876389
38,3.5399036407470703,0.02038467675447464,5.655694484710693,0.06883846968412399
39,3.5524098873138428,0.02038513496518135,5.528267860412598,0.06374528259038925
