epoch,loss,mae,val_loss,val_mae
0,53.1035270690918,0.3614014983177185,48.830467224121094,0.741594672203064
1,38.6788215637207,0.3124762773513794,35.173580169677734,0.6431723237037659
2,22.1772403717041,0.22730331122875214,24.762920379638672,0.5135210752487183
3,15.206027030944824,0.16725866496562958,18.5744571685791,0.4010215997695923
4,11.509342193603516,0.1265285462141037,15.391650199890137,0.3298834562301636
5,9.682682037353516,0.10007371008396149,13.780562400817871,0.27854928374290466
6,8.436213493347168,0.0824219286441803,12.793445587158203,0.23523420095443726
7,7.384292125701904,0.06863010674715042,11.106139183044434,0.20181991159915924
8,6.975408554077148,0.060421109199523926,10.647449493408203,0.18288443982601166
9,6.257415294647217,0.05144654959440231,9.137601852416992,0.15514393150806427
10,6.011401653289795,0.046084869652986526,10.482500076293945,0.14456112682819366
11,5.702025413513184,0.041842810809612274,8.251948356628418,0.1255614161491394
12,5.6267266273498535,0.03933092579245567,8.212506294250488,0.11741341650485992
13,5.118378639221191,0.03544039651751518,7.890913009643555,0.11162469536066055
14,5.196535110473633,0.034237757325172424,7.757456302642822,0.10575643181800842
15,5.293979167938232,0.03407396748661995,7.722867012023926,0.10201036930084229
16,4.774664878845215,0.030997121706604958,6.9233293533325195,0.09680997580289841
17,4.781270503997803,0.03051704168319702,7.308697700500488,0.09566213935613632
18,4.804206371307373,0.030148319900035858,6.881824493408203,0.08838129788637161
19,4.623111248016357,0.028145382180809975,6.692446231842041,0.08336293697357178
20,4.505579471588135,0.027904612943530083,6.611635208129883,0.08282728493213654
21,4.818131923675537,0.028672831133008003,6.2983856201171875,0.07889389991760254
22,4.1147141456604,0.025268374010920525,6.065311431884766,0.07782558351755142
23,4.248456001281738,0.025498107075691223,6.074050426483154,0.07438579946756363
24,4.015545845031738,0.024053076282143593,6.682060241699219,0.07725852727890015
25,4.070710182189941,0.023979661986231804,6.046144962310791,0.0754188671708107
26,4.014709949493408,0.023822614923119545,6.036534786224365,0.07096276432275772
27,4.081547737121582,0.023632025346159935,6.037444114685059,0.07054272294044495
28,3.780545711517334,0.02231367491185665,6.028158664703369,0.07162399590015411
29,3.869098663330078,0.02255864441394806,6.051519393920898,0.06967457383871078
30,3.9506943225860596,0.02265852503478527,5.694477081298828,0.06791475415229797
31,4.061193943023682,0.02281971648335457,5.627438545227051,0.0644683837890625
32,3.886957883834839,0.02217019721865654,6.713112831115723,0.07302011549472809
33,3.8827617168426514,0.022159378975629807,5.75175142288208,0.06783073395490646
34,3.9289493560791016,0.022465424612164497,6.697667121887207,0.07506920397281647
35,3.905386209487915,0.02204146981239319,5.841396331787109,0.0667734369635582
36,3.6172876358032227,0.020324964076280594,6.816656112670898,0.0788331851363182
37,3.7112133502960205,0.0210516806691885,6.315193176269531,0.06882841885089874
38,3.7484066486358643,0.021018728613853455,5.489923477172852,0.06396900862455368
39,3.569096565246582,0.020559988915920258,5.355897903442383,0.0624382346868515
